note,time,duration
44,4080,278
56,4080,316
60,4080,204
63,4080,285
44,4560,263
56,4560,329
60,4560,276
63,4560,279
44,5040,261
56,5040,321
60,5040,292
63,5040,286
44,5520,269
56,5520,260
60,5520,217
63,5520,216
42,6000,257
54,6000,279
58,6000,287
61,6000,182
42,6480,259
54,6480,326
58,6480,289
61,6480,267
42,6960,267
54,6960,324
58,6960,284
61,6960,256
42,7440,270
54,7440,223
58,7440,219
61,7440,214
41,7920,275
56,7920,270
60,7920,232
63,7920,249
41,8400,271
56,8400,289
60,8400,232
63,8400,256
41,8880,294
56,8880,311
60,8880,276
63,8880,288
41,9360,268
56,9360,264
60,9360,176
63,9360,227
49,9840,273
56,9840,320
61,9840,261
49,10320,270
56,10320,320
61,10320,276
49,10800,281
56,10800,320
61,10800,281
49,11280,213
56,11280,180
61,11280,170
44,11760,278
56,11760,316
60,11760,204
63,11760,285
44,12240,263
56,12240,329
60,12240,276
63,12240,279
44,12720,261
56,12720,321
60,12720,292
63,12720,286
44,13200,269
56,13200,260
60,13200,217
63,13200,216
42,13680,257
54,13680,279
58,13680,287
61,13680,182
42,14160,259
54,14160,326
58,14160,289
61,14160,267
42,14640,267
54,14640,324
58,14640,284
61,14640,256
42,15120,270
54,15120,223
58,15120,219
61,15120,214
41,15600,275
56,15600,270
60,15600,232
63,15600,249
41,16080,271
56,16080,289
60,16080,232
63,16080,256
41,16560,294
56,16560,311
60,16560,276
63,16560,288
41,17040,268
56,17040,264
60,17040,176
63,17040,227
49,17520,273
56,17520,320
61,17520,261
49,18000,270
56,18000,320
61,18000,276
49,18480,281
56,18480,320
61,18480,281
49,18960,213
56,18960,180
61,18960,170
44,19440,278
56,19440,316
60,19440,204
63,19440,285
44,19920,263
56,19920,329
60,19920,276
63,19920,279
44,20400,261
56,20400,321
60,20400,292
63,20400,286
44,20880,269
56,20880,260
60,20880,217
63,20880,216
42,21360,257
54,21360,279
58,21360,287
61,21360,182
42,21840,259
54,21840,326
58,21840,289
61,21840,267
42,22320,267
54,22320,324
58,22320,284
61,22320,256
42,22800,270
54,22800,223
58,22800,219
61,22800,214
41,23280,275
56,23280,270
60,23280,232
63,23280,249
41,23760,271
56,23760,289
60,23760,232
63,23760,256
41,24240,294
56,24240,311
60,24240,276
63,24240,288
41,24720,268
56,24720,264
60,24720,176
63,24720,227
49,25200,273
56,25200,320
61,25200,261
49,25680,270
56,25680,320
61,25680,276
49,26160,281
56,26160,320
61,26160,281
49,26640,213
56,26640,180
61,26640,170
44,27120,278
56,27120,316
60,27120,204
63,27120,285
44,27600,263
56,27600,329
60,27600,276
63,27600,279
44,28080,261
56,28080,321
60,28080,292
63,28080,286
44,28560,269
56,28560,260
60,28560,217
63,28560,216
42,29040,257
54,29040,279
58,29040,287
61,29040,182
42,29520,259
54,29520,326
58,29520,289
61,29520,267
42,30000,267
54,30000,324
58,30000,284
61,30000,256
42,30480,270
54,30480,223
58,30480,219
61,30480,214
41,30960,275
56,30960,270
60,30960,232
63,30960,249
41,31440,271
56,31440,289
60,31440,232
63,31440,256
41,31920,294
56,31920,311
60,31920,276
63,31920,288
41,32400,268
56,32400,264
60,32400,176
63,32400,227
49,32880,273
56,32880,320
61,32880,261
49,33360,270
56,33360,320
61,33360,276
49,33840,281
56,33840,320
61,33840,281
49,34320,213
56,34320,180
61,34320,170
44,34800,278
56,34800,316
60,34800,204
63,34800,285
44,35280,263
56,35280,329
60,35280,276
63,35280,279
44,35760,261
56,35760,321
60,35760,292
63,35760,286
44,36240,269
56,36240,260
60,36240,217
63,36240,216
42,36720,257
54,36720,279
58,36720,287
61,36720,182
42,37200,259
54,37200,326
58,37200,289
61,37200,267
42,37680,267
54,37680,324
58,37680,284
61,37680,256
42,38160,270
54,38160,223
58,38160,219
61,38160,214
41,38640,275
56,38640,270
60,38640,232
63,38640,249
41,39120,271
56,39120,289
60,39120,232
63,39120,256
41,39600,294
56,39600,311
60,39600,276
63,39600,288
41,40080,268
56,40080,264
60,40080,176
63,40080,227
49,40560,273
56,40560,320
