note,time,duration
69,0,115
69,120,115
67,360,115
67,600,640
62,1320,235
62,1560,115
60,1680,115
60,1800,115
62,1920,355
58,2280,355
62,2640,235
60,2880,115
67,3000,835
69,3840,115
69,3960,115
67,4200,115
67,4440,640
62,5160,235
62,5400,115
60,5520,115
60,5640,115
62,5760,355
58,6120,355
62,6480,235
60,6720,115
67,6840,835
69,7920,80
74,8280,80
73,8640,80
74,8760,80
73,8880,80
72,9000,80
81,9600,80
81,9840,80
80,9960,80
80,10200,80
79,10320,80
81,10560,80
81,10800,80
80,10920,80
80,11160,80
79,11280,80
69,11760,80
74,12120,80
73,12480,80
74,12600,80
73,12720,80
72,12840,80
81,13440,80
81,13680,80
80,13800,80
80,14040,80
79,14160,80
81,14400,80
81,14640,80
80,14760,80
80,15000,80
79,15120,80
70,15360,355
73,15720,355
76,16080,115
74,16320,355
69,16680,355
65,17040,115
70,17280,355
73,17640,355
76,18000,115
74,18240,355
69,18600,115
70,19200,355
73,19560,355
76,19920,115
74,20160,355
69,20520,355
65,20880,115
70,21120,355
73,21480,355
76,21840,115
73,22080,355
76,22440,355
79,22800,115
81,23040,115
81,23160,115
69,23280,115
69,23400,1440
53,24960,115
53,25200,115
58,25440,115
62,25560,355
55,25920,115
55,26160,115
60,26400,115
64,26520,355
81,26880,115
81,27000,115
69,27120,115
69,27240,1440
53,28800,115
53,29040,115
58,29280,115
62,29400,355
55,29760,115
69,30720,115
69,30840,115
67,31080,115
67,31320,640
62,32040,235
62,32280,115
60,32400,115
60,32520,115
62,32640,355
58,33000,355
62,33360,235
60,33600,115
67,33720,835
69,34560,115
69,34680,115
67,34920,115
67,35160,640
62,35880,235
62,36120,115
60,36240,115
60,36360,115
62,36480,355
58,36840,355
62,37200,235
60,37440,115
67,37560,835
69,38640,80
74,39000,80
73,39360,80
74,39480,80
73,39600,80
72,39720,80
81,40320,80
81,40560,80
80,40680,80
80,40920,80
79,41040,80
81,41280,80
81,41520,80
80,41640,80
80,41880,80
79,42000,80
69,42480,80
74,42840,80
73,43200,80
74,43320,80
73,43440,80
72,43560,80
81,44160,80
81,44400,80
80,44520,80
80,44760,80
79,44880,80
81,45120,80
81,45360,80
80,45480,80
80,45720,80
79,45840,80
70,46080,355
73,46440,355
76,46800,115
74,47040,355
69,47400,355
65,47760,115
70,48000,355
73,48360,355
76,48720,115
74,48960,355
69,49320,115
70,49920,355
73,50280,355
76,50640,115
74,50880,355
69,51240,355
65,51600,115
70,51840,355
73,52200,355
76,52560,115
73,52800,355
76,53160,355
79,53520,115
81,53760,115
81,53880,115
69,54000,115
69,54120,1440
53,55680,115
53,55920,115
58,56160,115
62,56280,355
55,56640,115
55,56880,115
60,57120,115
64,57240,355
81,57600,115
81,57720,115
69,57840,115
69,57960,1440
53,59520,115
53,59760,115
58,60000,115
62,60120,355
55,60480,115
69,61440,115
69,61560,115
67,61800,115
67,62040,640
62,62760,235
62,63000,115
60,63120,115
60,63240,115
62,63360,355
58,63720,355
62,64080,235
60,64320,115
67,64440,835
69,65280,115
69,65400,115
67,65640,115
67,65880,640
62,66600,235
62,66840,115
60,66960,115
60,67080,115
62,67200,355
58,67560,355
62,67920,235
60,68160,115
67,68280,835
69,69360,80
74,69720,80
73,70080,80
74,70200,80
73,70320,80
72,70440,80
81,71040,80
81,71280,80
80,71400,80
80,71640,80
79,71760,80
81,72000,80
81,72240,80
80,72360,80
80,72600,80
79,72720,80
69,73200,80
74,73560,80
73,73920,80
74,74040,80
73,74160,80
72,74280,80
81,74880,80
81,75120,80
80,75240,80
80,75480,80
79,75600,80
81,75840,80
81,76080,80
80,76200,80
80,76440,80
79,76560,80
70,76800,355
73,77160,355
76,77520,115
74,77760,355
69,78120,355
65,78480,115
70,78720,355
73,79080,355
76,79440,115
74,79680,355
69,80040,115
70,80640,355
73,81000,355
76,81360,115
74,81600,355
69,81960,355
65,82320,115
70,82560,355
73,82920,355
76,83280,115
73,83520,355
76,83880,355
79,84240,115
81,84480,115
81,84600,115
69,84720,115
69,84840,1440
53,86400,115
53,86640,115
58,86880,115
62,87000,355
55,87360,115
55,87600,115
60,87840,115
64,87960,355
81,88320,115
81,88440,115
69,88560,115
69,88680,1440
53,90240,115
53,90480,115
58,90720,115
62,90840,355
55,91200,115
