note,time,duration
55,480,
62,528,
67,576,
69,624,
55,1152,
62,1200,
67,1248,
69,1296,
74,1392,
72,1584,
71,1608,
67,1632,
60,1680,
62,2016,
67,2088,
67,2112,
62,2400,
55,2400,
60,2448,
67,2448,
69,2496,
62,2496,
67,2592,
74,2592,
62,2784,
55,2784,
67,2808,
57,2808,
71,2832,
60,2832,
62,2880,
69,2880,
67,3072,
62,3072,
67,3264,
72,3288,
76,3312,
74,3336,
77,3600,
76,3696,
77,3720,
79,3744,
67,4032,
72,4056,
76,4080,
74,4104,
77,4344,
76,4464,
72,4488,
67,4512,
65,4560,
72,4656,
67,4800,
72,4824,
76,4848,
74,4872,
77,5136,
76,5232,
77,5256,
79,5280,
72,5520,
84,5568,
83,5616,
79,5640,
72,5664,
74,5712,
65,5904,
67,6000,
72,6072,
72,6096,
65,6336,
55,6336,
64,6384,
65,6408,
60,6432,
67,6432,
62,6624,
72,6624,
71,6672,
60,6720,
67,6720,
65,6792,
57,6792,
65,6816,
57,6816,
62,7104,
55,7104,
64,7152,
65,7176,
60,7200,
67,7200,
65,7392,
57,7392,
55,7440,
64,7440,
60,7488,
53,7488,
62,7560,
55,7560,
62,7584,
55,7584,
65,7872,
55,7872,
64,7920,
65,7944,
67,7968,
60,7968,
72,8160,
62,8160,
71,8208,
60,8256,
67,8256,
65,8328,
69,8328,
65,8352,
69,8352,
71,8592,
62,8592,
60,8736,
72,8736,
67,8832,
65,8880,
55,8880,
64,8904,
60,8928,
53,9024,
60,9120,
55,9216,
60,9600,
67,9600,
72,9624,
62,9624,
76,9648,
67,9648,
74,9672,
65,9672,
77,9960,
67,9960,
67,10032,
76,10032,
77,10056,
79,10080,
72,10080,
67,10368,
60,10368,
62,10392,
72,10392,
76,10416,
67,10416,
74,10440,
65,10440,
67,10728,
77,10728,
76,10800,
72,10824,
67,10848,
60,10848,
65,10896,
62,10896,
72,10992,
