note,time,duration
43,0,832
55,0,832
55,864,864
43,864,864
55,1824,544
43,1824,544
43,2400,64
55,2496,128
47,2496,128
41,2688,512
53,2688,512
60,3264,641
55,3264,641
60,4032,641
55,4032,641
60,4800,641
55,4800,641
60,5568,641
55,5568,641
48,6336,96
36,6336,96
36,6720,96
48,6720,96
48,7104,96
36,7104,96
48,7488,96
40,7488,96
36,7872,96
48,7872,96
53,8256,96
41,8256,96
55,8640,128
43,8640,128
48,9216,96
36,9216,96
36,9600,96
48,9600,96
48,9744,32
36,9744,32
36,9792,96
48,9792,96
62,9936,80
48,9984,96
60,10032,24
62,10056,24
64,10080,160
48,10176,64
43,10272,32
48,10320,16
43,10344,16
